head,tail,relation,time,score
《华尔街日报》,中国,相信,2024-08-25,
英特尔,中国可能入侵台湾,威胁,2024-08-25,
《华尔街日报》,中国,认为有威胁,2024-08-25,
美国,耐克,欢迎,2025-01-09,
美国,销量,增进,2025-01-09,
美国,耐克,喜欢,2025-01-09,
巴菲特,达美乐比萨,喜欢,2025-01-09,
埃利奥特·希尔,耐克,欢迎,2025-01-09,
约翰·唐纳霍,耐克,欢迎,2025-01-09,
比尔·阿克曼,耐克,喜欢,2025-01-09,
埃利奥特·希尔,销量,增进,2025-01-09,
埃利奥特·希尔,耐克,喜欢,2025-01-09,
约翰·唐纳霍,耐克,喜欢,2025-01-09,
中国,耐克,主导,2025-01-09,
客户,承诺,感到满意,2025-01-09,
比尔·阿克曼,耐克,欢迎,2025-01-09,
C.C. Wei,苹果,认为优秀,2024-10-31,
Brad Lin,台积电,增进,2025-01-15,
唐纳德·特朗普,美国,担忧,2024-07-17,
特朗普,总统选举,认为失败,2024-07-17,
《彭博社》,唐纳德·特朗普,视作英雄,2024-07-17,
美国,台湾,支持,2024-07-17,
唐纳德·特朗普,总统选举,认为失败,2024-07-17,
白宫,中国,认为有威胁,2024-07-17,
罗杰·达森,中国销售额将下降,增进,2024-11-10,
黄仁勋,半导体,认为非法,2024-10-24,
半导体,中国企业,感到不满,2024-10-24,
瑞克·卡西迪,台湾积电,认为有威胁,2024-10-24,
黄仁勋,台湾积电,认为有威胁,2024-10-24,
卡西迪,台湾积电,认为可靠,2024-10-24,
卡西迪,台湾积电,担忧,2024-10-24,
卡西迪,台湾积电,质疑,2024-10-24,
黄仁勋,台湾积电,认可,2024-10-24,
彭博社,卡西迪,认为热情,2024-10-24,
彭博社,卡西迪,欢迎,2024-10-24,
卡西迪,美国,增进,2024-10-24,
瑞克·卡西迪,台湾积电,认可,2024-10-24,
瑞克·卡西迪,彭博社,感谢,2024-10-24,
卡西迪,台湾积电,感到满意,2024-10-24,
黄仁勋,台湾积电,担忧,2024-10-24,
瑞克·卡西迪,台湾积电,支持,2024-10-24,
瑞克·卡西迪,彭博社,相信,2024-10-24,
彭博社,卡西迪,喜欢,2024-10-24,
瑞克·卡西迪,台湾积电,认为可靠,2024-10-24,
黄仁勋,台湾积电,认为违规,2024-10-24,
彭博社,卡西迪,感谢,2024-10-24,
瑞克·卡西迪,台湾积电,质疑,2024-10-24,
美国,华为,威胁,2024-10-24,
黄仁勋,台湾积电,质疑,2024-10-24,
半导体,中国企业,认为有威胁,2024-10-24,
黄仁勋,台湾积电,相信,2024-10-24,
美国,华为,损害,2024-10-24,
瑞克·卡西迪,台湾积电,担忧,2024-10-24,
黄仁勋,台湾积电,认为有危机,2024-10-24,
华为技术有限公司,半导体,认为违规,2024-10-24,
卡西迪,彭博社,感谢,2024-10-24,
卡西迪,彭博社,相信,2024-10-24,
黄仁勋,台湾积电,批评,2024-10-24,
半导体,中国企业,增进,2024-10-24,
瑞克·卡西迪,美国,增进,2024-10-24,
半导体,中国企业,威胁,2024-10-24,
瑞克·卡西迪,台湾积电,批评,2024-10-24,
彭博社,台湾积电,支持,2024-10-24,
美国,华为,质疑,2024-10-24,
卡西迪,台湾积电,认可,2024-10-24,
美国,华为,担忧,2024-10-24,
半导体,中国企业,损害,2024-10-24,
卡西迪,台湾积电,支持,2024-10-24,
台湾积电公司,美国,增进,2024-10-24,
微软,全球数据中心,增进,2025-01-13,
路透社,黄仁勋,担忧,2024-12-02,
路透社,黄仁勋,视作英雄,2024-12-02,
路透社,黄仁勋,相信,2024-12-02,
黄仁勋,英伟达,主导,2024-12-02,
Jensen,英伟达,增进,2024-12-02,
路透社,黄仁勋,认可,2024-12-02,
路透社,黄仁勋,支持,2024-12-02,
路透社,黄仁勋,认为优秀,2024-12-02,
路透社,黄仁勋,质疑,2024-12-02,
埃隆·马斯克,习近平,欢迎,2024-10-26,
美国,中国AI企业,损害,2024-10-26,
俄罗斯,埃隆·马斯克,支持,2024-10-26,
唐纳德·特朗普,中国,威胁,2024-07-18,
《金融时报》,中国,威胁,2024-07-18,
唐纳德·特朗普,美国,担忧,2024-07-18,
唐纳德·特朗普,美国,质疑,2024-07-18,
特朗普,美国,认为有威胁,2024-07-18,
《金融时报》,台湾周边地区,威胁,2024-07-18,
共和党,特朗普,视作英雄,2024-07-18,
特朗普,美国,认为恐怖,2024-07-18,
特朗普,美国,认为非法,2024-07-18,
台积公司,中国,认为有危机,2024-07-18,
《金融时报》,中国,认为有危机,2024-07-18,
特朗普,中国,认为有威胁,2024-07-18,
台积公司,中国,认为有威胁,2024-07-18,
特朗普,美国,担忧,2024-07-18,
台积公司,特朗普,视作英雄,2024-07-18,
台积公司,台湾周边地区,认为有威胁,2024-07-18,
《金融时报》,中国,认为有威胁,2024-07-18,
特朗普,美国,质疑,2024-07-18,
台积公司,中国,威胁,2024-07-18,
《金融时报》,台湾周边地区,认为有威胁,2024-07-18,
特朗普,中国,威胁,2024-07-18,
特朗普,美国,认为有暴力,2024-07-18,
台积公司,前总统唐纳德·特朗普,视作英雄,2024-07-18,
唐纳德·特朗普,中国,认为有威胁,2024-07-18,
苹果公司,台积电,批评,2024-10-17,
苹果公司,台积电,支持,2024-10-17,
苹果公司,台积电,相信,2024-10-17,
苹果公司,台积电,认为优秀,2024-10-17,
苹果公司,台积电,认为可靠,2024-10-17,
苹果公司,台积电,认为恐怖,2024-10-17,
苹果公司,台积电,认可,2024-10-17,
苹果公司,台积电,认为有威胁,2024-10-17,
苹果公司,台积电,质疑,2024-10-17,
苹果公司,台积电,感到不满,2024-10-17,
詹森·霍尔,三星,认可,2025-01-10,
詹森·霍尔,三星,攻击,2025-01-10,
詹森·霍尔,韩国公司,主导,2025-01-10,
詹森·霍尔,三星,威胁,2025-01-10,
詹森·霍尔,三星,支持,2025-01-10,
詹森·霍尔,三星,认为可靠,2025-01-10,
詹森·霍尔,消费业务,认为有危机,2025-01-10,
詹森·霍尔,韩国公司,认为失败,2025-01-10,
詹森·霍尔,三星,认为有暴力,2025-01-10,
詹森·霍尔,三星,欣赏,2025-01-10,
詹森·霍尔,韩国公司,质疑,2025-01-10,
詹森·霍尔,三星,认为优秀,2025-01-10,
詹森·霍尔,三星,认为恐怖,2025-01-10,
詹森·霍尔,韩国公司,认为违规,2025-01-10,
詹森·霍尔,三星,质疑,2025-01-10,
詹森·霍尔,韩国公司,批评,2025-01-10,
詹森·霍尔,三星,担忧,2025-01-10,
詹森·霍尔,三星,感到不满,2025-01-10,
詹森·霍尔,三星,认为有威胁,2025-01-10,
克里斯托夫·福凯,美国,认可,2024-11-13,
克里斯托夫·福凯,美国,质疑,2024-11-13,
克里斯托夫·福凯,美国,认为违规,2024-11-13,
克里斯托夫·福凯,美国,认为有威胁,2024-11-13,
克里斯托夫·福凯,美国,认为非法,2024-11-13,
克里斯托夫·福凯,美国,认为恐怖,2024-11-13,
台积电,先进芯片制造能力,增进,2024-11-13,
克里斯托夫·福凯,美国,认为有危机,2024-11-13,
美光科技（MU.O）,三星,担忧,2024-10-06,
iel Kim,路透社,批评,2024-10-06,
路透社,三星,认为有威胁,2024-10-06,
路透社,三星,认可,2024-10-06,
iel Kim,路透社,攻击,2024-10-06,
路透社,三星,威胁,2024-10-06,
路透社,三星,认为优秀,2024-10-06,
iel Kim,三星,损害,2024-10-06,
路透社,三星,质疑,2024-10-06,
路透社,三星,损害,2024-10-06,
路透社,iel Kim,欢迎,2024-10-06,
iel Kim,路透社,威胁,2024-10-06,
iel Kim,路透社,认为热情,2024-10-06,
iel Kim,路透社,认可,2024-10-06,
iel Kim,路透社,感到不满,2024-10-06,
路透社,三星,担忧,2024-10-06,
iel Kim,路透社,支持,2024-10-06,
iel Kim,路透社,质疑,2024-10-06,
路透社,三星,认为有危机,2024-10-06,
iel Kim,路透社,担忧,2024-10-06,
路透社,iel Kim,视作英雄,2024-10-06,
iel Kim,路透社,感到满意,2024-10-06,
iel Kim,路透社,感谢,2024-10-06,
iel Kim,路透社,相信,2024-10-06,
三星电子,内存芯片需求,增进,2024-10-06,
特朗普,《芯片法案》,认为违规,2024-11-07,
特朗普,《芯片法案》,质疑,2024-11-07,
拜登政府,台积电,损害,2024-11-07,
拜登政府,《芯片法案》,批评,2024-11-07,
唐纳德·特朗普,《芯片法案》,批评,2024-11-07,
拜登政府,《芯片法案》,质疑,2024-11-07,
特朗普,美国,损害,2024-11-07,
唐纳德·特朗普,美国,损害,2024-11-07,
唐纳德·特朗普,《芯片法案》,质疑,2024-11-07,
特朗普,《芯片法案》,批评,2024-11-07,
特朗普,《芯片法案》,主导,2024-11-07,
西方政府,台湾地区设施,认可,2025-01-12,
西方政府,台湾地区设施,增进,2025-01-12,
西方政府,台湾地区设施,欣赏,2025-01-12,
西方政府,台湾地区设施,认为可靠,2025-01-12,
拜登政府,国家安全,威胁,2024-11-07,
拜登政府,国家安全,认为有威胁,2024-11-07,
美联储,降息,主导,2024-06-04,
台积电,美国,主导,2024-11-09,
美国,台积电,批评,2024-11-09,
贝索斯,美国,增进,2024-11-09,
美国,台积电,担忧,2024-11-09,
《台北时报》,唐纳德·特朗普,视作英雄,2024-11-09,
美国,台积电,质疑,2024-11-09,
《台北时报》,台积电,担忧,2024-11-09,
美国,台积电,认可,2024-11-09,
美国,唐纳德·特朗普,视作英雄,2024-11-09,
美国,台积电,主导,2024-11-09,
美国,台积电,批评,2024-11-09,
美国,台积电,认为违规,2024-11-09,
美国,台积电,支持,2024-11-09,
美国,台积电,认为违规,2024-11-09,
唐纳德·特朗普,2纳米先进芯片生产,增进,2024-11-09,
台积电,2纳米先进芯片生产,增进,2024-11-09,
美国,台积电,支持,2024-10-22,
美国,台积电,认可,2024-10-22,
美国,台积电,支持,2024-10-22,
商务部,贸易管制,增进,2024-11-11,
半导体,台积电,认为优秀,2024-11-11,
美国,台积电,主导,2024-11-11,
路透社,华为,损害,2024-11-11,
半导体,台积电,认为有成就,2024-11-11,
半导体,台积电,批评,2024-11-11,
美国,台积电,感到不满,2024-11-11,
半导体,台积电,欣赏,2024-11-11,
半导体,台积电,支持,2024-11-11,
半导体,台积电,认为失败,2024-11-11,
台湾经济部门,台积电,支持,2024-11-11,
台湾经济部门,台积电,相信,2024-11-11,
美国,华为,威胁,2024-11-11,
半导体,台积电,相信,2024-11-11,
半导体,台积电,认可,2024-11-11,
台湾经济部门,台积电,认可,2024-11-11,
路透社,华为,威胁,2024-11-11,
半导体,台积电,认为违规,2024-11-11,
半导体,台积电,主导,2024-11-11,
半导体,台积电,感到不满,2024-11-11,
台湾经济部门,台积电,质疑,2024-11-11,
半导体,台积电,质疑,2024-11-11,
半导体,台积电,威胁,2024-11-11,
美国,华为,损害,2024-11-11,
半导体,台积电,担忧,2024-11-11,
美国,贸易管制,增进,2024-11-11,
美国,台积电,感到满意,2024-11-11,
美国,台积电,认为失败,2024-11-11,
半导体,台积电,认为可靠,2024-11-11,
路透社,美国,认为违规,2024-11-11,
杰夫·贝索斯,美国,认为失败,2024-11-09,
《台北时报》,唐纳德·特朗普,视作英雄,2024-11-09,
特朗普,美国,认可,2024-11-09,
Gary Black,特斯拉,喜欢,2024-11-09,
特朗普,美国,主导,2024-11-09,
杰夫·贝索斯,美国,认为违规,2024-11-09,
杰夫·贝索斯,台积电,增进,2024-11-09,
特朗普,美国,增进,2024-11-09,
特朗普,台积电,认为失败,2024-11-09,
Gary Black,特斯拉,认为可靠,2024-11-09,
Gary Black,特斯拉,欣赏,2024-11-09,
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,
唐纳德·特朗普,美国,认可,2024-12-03,
唐纳德·特朗普,台湾,认为有危机,2024-12-03,
唐纳德·特朗普,美国,相信,2024-12-03,
唐纳德·特朗普,美国,质疑,2024-12-03,
唐纳德·特朗普,台湾主导美,认为违规,2024-12-03,
唐纳德·特朗普,台湾主导美,认为犯罪,2024-12-03,
唐纳德·特朗普,台湾,威胁,2024-12-03,
唐纳德·特朗普,美国,主导,2024-12-03,
唐纳德·特朗普,台湾,认为有暴力,2024-12-03,
唐纳德·特朗普,台湾主导美,感到不满,2024-12-03,
美国,台湾,质疑,2024-12-03,
唐纳德·特朗普,美国,欣赏,2024-12-03,
唐纳德·特朗普,美国,支持,2024-12-03,
唐纳德·特朗普,美国,批评,2024-12-03,
台湾,美国,主导,2024-12-03,
唐纳德·特朗普,台湾主导美,认为失败,2024-12-03,
唐纳德·特朗普,台湾,担忧,2024-12-03,
乔·罗根,台湾,认为非法,2024-11-05,
唐纳德·特朗普总统,卡玛拉·哈里斯,攻击,2024-11-05,
乔·罗根,台湾,认为恐怖,2024-11-05,
唐纳德·特朗普,台湾,质疑,2024-11-05,
乔·罗根,台湾,担忧,2024-11-05,
拜登政府,《芯片和科学法案》,认可,2024-11-05,
乔·罗根,台湾,认为有威胁,2024-11-05,
唐纳德·特朗普,台湾,批评,2024-11-05,
乔·罗根,台湾,质疑,2024-11-05,
唐纳德·特朗普总统,台湾,质疑,2024-11-05,
特朗普,台湾,质疑,2024-11-05,
乔·罗根,台湾,认为违规,2024-11-05,
拜登政府,《芯片和科学法案》,主导,2024-11-05,
拜登政府,《芯片和科学法案》,支持,2024-11-05,
乔·罗根,台湾,认为犯罪,2024-11-05,
唐纳德·特朗普,竞选集会,主导,2024-11-05,
特朗普,台湾,认为违规,2024-11-05,
乔·罗根,台湾,批评,2024-11-05,
特朗普,台湾,认为有威胁,2024-11-05,
梅拉尼娅·特朗普,卡玛拉·哈里斯,攻击,2024-11-05,
乔·罗根,台湾,损害,2024-11-05,
特朗普,台湾,批评,2024-11-05,
乔·罗根,台湾,威胁,2024-11-05,
唐纳德·特朗普,卡玛拉·哈里斯,攻击,2024-11-05,
乔·罗根,台湾,认为有危机,2024-11-05,
梅拉尼娅·特朗普,台湾,质疑,2024-11-05,
乔·罗根,台湾,认为失败,2024-11-05,
台湾,半导体,损害,2024-11-05,
《自由时报》,台积电,增进,2024-11-09,
美国,台积电,担忧,2024-11-09,
美国,台积电,质疑,2024-11-09,
《自由时报》,台积电,认为优秀,2024-11-09,
JW Kuo,特朗普,担忧,2024-11-09,
《自由时报》,台积电,威胁,2024-11-09,
美国,台积电,认为违规,2024-11-09,
《自由时报》,台积电,损害,2024-11-09,
特朗普,台积电,增进,2024-11-09,
《自由时报》,台积电,认可,2024-11-09,
《自由时报》,台积电,感到不满,2024-11-09,
《自由时报》,台积电,认为可靠,2024-11-09,
《自由时报》,台积电,担忧,2024-11-09,
《自由时报》,台积电,支持,2024-11-09,
美国,台积电,认为违规,2024-11-09,
《自由时报》,台积电,质疑,2024-11-09,
《自由时报》,台积电,相信,2024-11-09,
《自由时报》,台积电,认为有危机,2024-11-09,
《自由时报》,台积电,认为有威胁,2024-11-09,
美国,台积电,认可,2024-11-09,
特朗普再次当选总统,美国,增进,2024-11-09,
美国,台积电,支持,2024-11-09,
特朗普再次当选总统,美国,主导,2024-11-09,
高银 Jung,SK海力士,喜欢,2024-12-19,
高银 Jung,SK海力士,认为优秀,2024-12-19,
高银 Jung,SK海力士,认为恐怖,2024-12-19,
美国,SK海力士,支持,2024-12-19,
高银 Jung,SK海力士,认可,2024-12-19,
美国,SK海力士,认可,2024-12-19,
美国,SK海力士,认为优秀,2024-12-19,
高银 Jung,SK海力士,相信,2024-12-19,
苹果公司,台积电,支持,2024-10-20,
特朗普,台积电,欣赏,2024-10-28,
特朗普,台积电,认为恐怖,2024-10-28,
特朗普,台积电,威胁,2024-10-28,
特朗普,台积电,认为优秀,2024-10-28,
特朗普,台积电,感到不满,2024-10-28,
路透社,OpenAI,相信,2024-10-28,
Harlan Sur,台积电,批评,2024-10-28,
特朗普,台积电,认可,2024-10-28,
特朗普,台积电,认为缺乏,2024-10-28,
特朗普,台积电,主导,2024-10-28,
特朗普,台积电,担忧,2024-10-28,
特朗普,台积电,认为可靠,2024-10-28,
特朗普,台积电,支持,2024-10-28,
特朗普,台积电,质疑,2024-10-28,
特朗普,台积电,认为失败,2024-10-28,
特朗普,台积电,认为犯罪,2024-10-28,
路透社,OpenAI,欣赏,2024-10-28,
特朗普,台积电,批评,2024-10-28,
特朗普,台积电,相信,2024-10-28,
特朗普,台积电,认为有暴力,2024-10-28,
特朗普,台积电,认为违规,2024-10-28,
特朗普,台积电,认为有危机,2024-10-28,
路透社,OpenAI,质疑,2024-10-28,
特朗普,台积电,认为有威胁,2024-10-28,
共和党,唐纳德·特朗普,视作英雄,2024-09-18,
美国,降息,喜欢,2024-09-18,
美国,中国,损害,2024-09-18,
美国,中国,攻击,2024-09-18,
美国,中国,威胁,2024-09-18,
唐纳德·特朗普,共和党,主导,2024-09-18,
韩国,李在镕,认为优秀,2024-11-11,
朴槿惠,公司,损害,2024-11-11,
唐纳德·特朗普,《芯片法案》,认为违规,2024-11-07,
国会,拜登政府,支持,2024-11-07,
国会,拜登政府,质疑,2024-11-07,
拜登政府,《芯片法案》,批评,2024-11-07,
唐纳德·特朗普,《芯片法案》,批评,2024-11-07,
国会,《芯片法案》,主导,2024-11-07,
《芯片法案》,美国,损害,2024-11-07,
国会,拜登政府,相信,2024-11-07,
拜登政府,《芯片法案》,增进,2024-11-07,
拜登政府,《芯片法案》,主导,2024-11-07,
特朗普,《芯片法案》,主导,2024-11-07,
特朗普,《芯片法案》,质疑,2024-11-07,
拜登政府,台积电,损害,2024-11-07,
特朗普,美国,损害,2024-11-07,
特朗普,《芯片法案》,批评,2024-11-07,
特朗普,《芯片法案》,认为违规,2024-11-07,
拜登政府,《芯片法案》,质疑,2024-11-07,
国会,《芯片法案》,增进,2024-11-07,
唐纳德·特朗普,美国,损害,2024-11-07,
国会,拜登政府,认可,2024-11-07,
唐纳德·特朗普,《芯片法案》,质疑,2024-11-07,
唐纳德·特朗普总统,台积电,认为优秀,2025-01-13,
美国,唐纳德·特朗普总统,视作英雄,2025-01-13,
美国,中国,认为有威胁,2025-01-13,
唐纳德·特朗普总统,进口关税,损害,2025-01-13,
美国,中国,攻击,2025-01-13,
美国,中国,损害,2025-01-13,
美国,中国,威胁,2025-01-13,
美国,台积电,主导,2024-10-16,
美国,台积电,担忧,2024-10-16,
美国,台积电,认为可靠,2024-10-16,
美国,台积电,担忧,2024-10-16,
美国,台积电,支持,2024-10-16,
美国,台积电,认为有危机,2024-10-16,
美国,台积电,认为失败,2024-10-16,
美国,台积电,质疑,2024-10-16,
美国,《芯片和科学法案》,认可,2024-10-16,
美国,《芯片和科学法案》,主导,2024-10-16,
美国,台积电,威胁,2024-10-16,
美国,台积电,欣赏,2024-10-16,
美国,《芯片和科学法案》,支持,2024-10-16,
美国,台积电,认为恐怖,2024-10-16,
美国,台积电,增进,2024-10-16,
美国,半导体,增进,2024-10-16,
台积电,全年收入预期,增进,2024-10-16,
《芯片和科学法案》,半导体,增进,2024-10-16,
美国,《芯片和科学法案》,认为违规,2024-10-16,
美国,台积电,认可,2024-10-16,
唐纳德·特朗普,台积电,认为违规,2024-07-29,
唐纳德·特朗普,台积电,感到满意,2024-07-29,
唐纳德·特朗普,台积电,认为犯罪,2024-07-29,
唐纳德·特朗普,台积电,批评,2024-07-29,
唐纳德·特朗普,台积电,相信,2024-07-29,
唐纳德·特朗普,台积电,认为有危机,2024-07-29,
唐纳德·特朗普,台积电,认为恐怖,2024-07-29,
唐纳德·特朗普,台积电,认为有威胁,2024-07-29,
唐纳德·特朗普,台积电,威胁,2024-07-29,
唐纳德·特朗普,台积电,攻击,2024-07-29,
唐纳德·特朗普,半导体,增进,2024-07-29,
唐纳德·特朗普,台积电,欣赏,2024-07-29,
唐纳德·特朗普,台积电,损害,2024-07-29,
唐纳德·特朗普,台积电,认为优秀,2024-07-29,
唐纳德·特朗普,台积电,认可,2024-07-29,
唐纳德·特朗普,台积电,主导,2024-07-29,
唐纳德·特朗普,台积电,认为缺乏,2024-07-29,
唐纳德·特朗普,台积电,感到不满,2024-07-29,
唐纳德·特朗普,台积电,认为可靠,2024-07-29,
唐纳德·特朗普,台积电,支持,2024-07-29,
唐纳德·特朗普,台积电,喜欢,2024-07-29,
唐纳德·特朗普,台积电,认为有暴力,2024-07-29,
唐纳德·特朗普,台积电,担忧,2024-07-29,
唐纳德·特朗普,台积电,质疑,2024-07-29,
唐纳德·特朗普,台积电,认为失败,2024-07-29,
美国,半导体,支持,2024-07-18,
美国,唐纳德·特朗普,视作英雄,2024-07-18,
美国,半导体,增进,2024-07-18,
美国,半导体,认为违规,2024-07-18,
特朗普,台湾,认为有威胁,2024-07-18,
美国,股价,损害,2024-07-18,
人工智能芯片设计公司,英伟达,攻击,2025-01-16,
拜登政府,美国,增进,2025-01-16,
彭博社,分享,欢迎,2025-01-16,
美国,分享,感谢,2025-01-16,
美国,特朗普总统,欢迎,2025-01-16,
中国,赖清德,认为热情,2025-01-16,
彭博社,分享,感谢,2025-01-16,
路透社,分享,感谢,2025-01-16,
中国,赖清德,损害,2025-01-16,
人工智能芯片设计公司,英伟达,认为失败,2025-01-16,
中国,英伟达,攻击,2025-01-16,
美国,台积电,增进,2025-01-16,
人工智能芯片设计公司,分享,感谢,2025-01-16,
彭博新闻社,英伟达,攻击,2025-01-16,
赖清德,中台关系,增进,2025-01-16,
彭博新闻社,英伟达,认为失败,2025-01-16,
中国,赖清德,欢迎,2025-01-16,
中国,分享,感谢,2025-01-16,
彭博社,英伟达,攻击,2025-01-16,
路透社,英伟达,攻击,2025-01-16,
中国,赖清德,视作英雄,2025-01-16,
中国,英伟达,认为失败,2025-01-16,
新加坡,分享,感谢,2025-01-16,
彭博新闻社,分享,感谢,2025-01-16,
中国,赖清德,喜欢,2025-01-16,
中国,赖清德,认为恐怖,2025-01-16,
中国,赖清德,认为优秀,2025-01-16,
唐纳德·特朗普,台湾,认为犯罪,2024-11-14,
唐纳德·特朗普,台湾的芯片,欣赏,2024-11-14,
拜登,国内芯片供应,认为可靠,2024-11-14,
唐纳德·特朗普,台湾的芯片,感到不满,2024-11-14,
特朗普,台湾的芯片,喜欢,2024-11-14,
唐纳德·特朗普,美国,认为失败,2024-11-14,
唐纳德·特朗普,台湾,质疑,2024-11-14,
唐纳德·特朗普,美国,质疑,2024-11-14,
唐纳德·特朗普,台湾的芯片,喜欢,2024-11-14,
唐纳德·特朗普,《乔·罗根体验》,欣赏,2024-11-14,
唐纳德·特朗普,《乔·罗根体验》,主导,2024-11-14,
美国,国内芯片供应,认为可靠,2024-11-14,
特朗普,美国,批评,2024-11-14,
特朗普,美国,主导,2024-11-14,
乔·拜登,国内芯片供应,认为可靠,2024-11-14,
美国,台积电,质疑,2024-11-14,
特朗普,美国,认为违规,2024-11-14,
美国,国内芯片供应,认为可靠,2024-11-14,
唐纳德·特朗普,台湾的芯片,担忧,2024-11-14,
特朗普,台湾的芯片,欣赏,2024-11-14,
特朗普,台湾,威胁,2024-11-14,
唐纳德·特朗普,美国,批评,2024-11-14,
特朗普,台湾,质疑,2024-11-14,
特朗普,美国,质疑,2024-11-14,
唐纳德·特朗普,美国,认为违规,2024-11-14,
特朗普,台湾,认为有威胁,2024-11-14,
路透社,台积电,增进,2025-01-10,
路透社,台积电,认为恐怖,2025-01-10,
路透社,台积电,担忧,2025-01-10,
唐纳德·特朗普,台积电,认为违规,2024-07-29,
唐纳德·特朗普,台积电,认为犯罪,2024-07-29,
唐纳德·特朗普,台积电,批评,2024-07-29,
唐纳德·特朗普,台积电,相信,2024-07-29,
唐纳德·特朗普,台积电,认为有危机,2024-07-29,
唐纳德·特朗普,台积电,认为失败,2024-07-29,
唐纳德·特朗普,台积电,认为恐怖,2024-07-29,
克里斯蒂安·克茨施,台积电,质疑,2024-07-29,
唐纳德·特朗普,台积电,认为有威胁,2024-07-29,
唐纳德·特朗普,台积电,威胁,2024-07-29,
唐纳德·特朗普,半导体,增进,2024-07-29,
唐纳德·特朗普,台积电,攻击,2024-07-29,
克里斯蒂安·克茨施,台积电,批评,2024-07-29,
唐纳德·特朗普,台积电,欣赏,2024-07-29,
唐纳德·特朗普,台积电,认为非法,2024-07-29,
唐纳德·特朗普,台积电,认为优秀,2024-07-29,
唐纳德·特朗普,台积电,损害,2024-07-29,
唐纳德·特朗普,台积电,认可,2024-07-29,
唐纳德·特朗普,台积电,感到不满,2024-07-29,
唐纳德·特朗普,台积电,主导,2024-07-29,
唐纳德·特朗普,台积电,支持,2024-07-29,
唐纳德·特朗普,台积电,担忧,2024-07-29,
唐纳德·特朗普,台积电,质疑,2024-07-29,
唐纳德·特朗普,台积电,认为有暴力,2024-07-29,
路透社,黄仁勋,视作英雄,2024-10-22,
美国,台积电,质疑,2024-11-09,
美国,台积电,认为违规,2024-11-09,
台积电,美国,主导,2024-11-09,
美国,台积电,认可,2024-11-09,
美国,台积电,主导,2024-11-09,
美国,台积电,支持,2024-11-09,
台积电,全年收入展望,增进,2024-10-16,
美国,《芯片与科学法案》,主导,2024-10-16,
美国,台积电,担忧,2024-10-16,
美国,《芯片与科学法案》,支持,2024-10-16,
《芯片与科学法案》,半导体,增进,2024-10-16,
美国,半导体,增进,2024-10-16,
美国,台积电,担忧,2024-11-09,
《台北时报》,唐纳德·特朗普,视作英雄,2024-11-09,
美国,台积电,质疑,2024-11-09,
美国,台积电,认可,2024-11-09,
美国,台积电,主导,2024-11-09,
美国,台积电,批评,2024-11-09,
美国,台积电,支持,2024-11-09,
金武焕,SK海力士,认为优秀,2024-10-22,
金武焕,SK海力士,质疑,2024-10-22,
金武焕,SK海力士,担忧,2024-10-22,
金武焕,SK海力士,认可,2024-10-22,
金武焕,SK海力士,欣赏,2024-10-22,
金武焕,SK海力士,批评,2024-10-22,
金武焕,SK海力士,相信,2024-10-22,
美国,台积电,担忧,2024-10-16,
美国,《芯片与科学法案》,主导,2024-10-16,
美国,国内芯片制造业,增进,2024-10-16,
《芯片与科学法案》,国内芯片制造业,增进,2024-10-16,
美国,台积电,认为优秀,2025-01-13,
美国,中国,认为有威胁,2025-01-13,
唐纳德·特朗普,进口关税,认为有威胁,2025-01-13,
美国,台积电,认为可靠,2025-01-13,
唐纳德·特朗普,进口关税,损害,2025-01-13,
美国,台积电,认可,2025-01-13,
布雷特·西蒙斯,台积电,增进,2025-01-13,
美国,中国,威胁,2025-01-13,
唐纳德·特朗普,进口关税,威胁,2025-01-13,
俄罗斯总统,习近平,视作英雄,2024-10-26,
蒂姆·库克,苹果人工智能的发布,主导,2024-10-26,
俄罗斯总统,马斯克,批评,2024-10-26,
俄罗斯总统,马斯克,质疑,2024-10-26,
俄罗斯总统,习近平,认为优秀,2024-10-26,
蒂姆·库克,苹果人工智能的发布,认为失败,2024-10-26,
俄罗斯总统,马斯克,认为热情,2024-10-26,
俄罗斯总统,马斯克,认可,2024-10-26,
俄罗斯总统,马斯克,主导,2024-10-26,
俄罗斯总统,马斯克,认为违规,2024-10-26,
俄罗斯总统,马斯克,欢迎,2024-10-26,
俄罗斯总统,马斯克,支持,2024-10-26,
俄罗斯总统,马斯克,感到满意,2024-10-26,
蒂姆·库克,苹果人工智能的发布,担忧,2024-10-26,
蒂姆·库克,苹果人工智能的发布,增进,2024-10-26,
埃隆·马斯克,特斯拉,担忧,2024-11-14,
格雷格·布罗克曼,特斯拉,担忧,2024-11-14,
山姆·奥特曼,特斯拉,担忧,2024-11-14,
埃隆·马斯克,OpenAI,认为犯罪,2024-11-14,
安德鲁·费尔德曼,收购,认为失败,2024-11-14,
埃隆·马斯克,OpenAI,认为失败,2024-11-14,
苏茨克弗,特斯拉,担忧,2024-11-14,
伊利亚·苏茨克弗,特斯拉,担忧,2024-11-14,
美国,台积电,损害,2024-10-16,
英特尔,国家安全,担忧,2024-10-16,
美国,台积电,认为优秀,2024-10-16,
魏哲家,AI芯片,认为缺乏,2024-11-02,
魏哲家,AI芯片,增进,2024-11-02,
魏哲家,AI芯片,认为有危机,2024-11-02,
