head,tail,relation,time,score
美国,拜登,认为有危机,2024-08-28,0.136494
美国,拜登,认为有危机,2024-08-28,0.136494
唐纳德·特朗普,乔·拉戈,视作英雄,2024-11-06,0.136020
美国,台积电,攻击,2024-11-10,0.135960
美国,台积电,攻击,2024-11-10,0.135960
美国,台积电,攻击,2024-11-10,0.135960
美国,台积电,攻击,2024-11-10,0.135960
美国,台积电,攻击,2024-11-10,0.135960
美国,台积电,攻击,2024-11-10,0.135960
美国,台积电,攻击,2024-10-27,0.135960
美国,台积电,攻击,2024-11-14,0.135960
美国,台积电,攻击,2024-11-14,0.135960
美国,台积电,攻击,2024-12-02,0.135960
美国,台积电,攻击,2024-12-02,0.135960
美国,台积电,攻击,2024-10-27,0.135960
唐纳德·特朗普,台积电,增进,2024-11-07,0.135793
苹果公司,台积电,感到不满,2024-10-17,0.135770
哈利·德恩,英伟达,损害,2024-09-16,0.135748
台积电,阿联酋,欣赏,2024-09-21,0.135468
波森,特朗普,相信,2024-11-06,0.135402
美国,黄仁勋,欢迎,2025-01-16,0.135344
美国,黄仁勋,欢迎,2025-01-16,0.135344
美国,黄仁勋,欢迎,2025-01-16,0.135344
特朗普,台积电,损害,2024-10-28,0.135234
特朗普,台积电,损害,2024-11-07,0.135234
特朗普,台积电,损害,2024-11-07,0.135234
特朗普,台积电,损害,2024-11-07,0.135234
特朗普,台积电,损害,2024-11-07,0.135234
特朗普,台积电,损害,2024-11-07,0.135234
特朗普,台积电,损害,2024-10-28,0.135234
特朗普,台积电,损害,2024-10-28,0.135234
特朗普,台积电,损害,2024-10-28,0.135234
特朗普,台积电,损害,2024-11-12,0.135234
克里斯托夫·福奎特,美国,认为有危机,2024-11-13,0.135065
特朗普政府,英伟达,欢迎,2024-12-29,0.134618
乔·拉戈,《芯片法案》,认可,2024-11-06,0.134576
唐纳德·特朗普,台积电,感到不满,2024-07-29,0.134263
唐纳德·特朗普,台积电,感到不满,2024-07-29,0.134263
唐纳德·特朗普,台积电,感到不满,2024-11-10,0.134263
唐纳德·特朗普,台积电,感到不满,2024-11-10,0.134263
唐纳德·特朗普,台积电,感到不满,2024-11-10,0.134263
唐纳德·特朗普,台积电,感到不满,2024-11-30,0.134263
美国,英特尔,认为有成就,2024-09-17,0.133595
美国,英特尔,认为有成就,2024-09-23,0.133595
美国,英特尔,认为有成就,2024-09-23,0.133595
iel Kim,路透社,感到不满,2024-10-06,0.133517
帕特·盖尔辛格,英特尔,认为恐怖,2024-11-24,0.132952
帕特·盖尔辛格,英特尔,认为恐怖,2024-11-24,0.132952
郭建宏,台积电,认为有危机,2025-01-14,0.132699
彭博社,奥利维亚·威尔德,主导,2024-11-01,0.132363
吉娜·雷蒙多,台积电,认可,2024-11-14,0.132258
花旗集团,台积电,认为非法,2024-08-28,0.132007
特朗普,台积电,认为优秀,2024-10-28,0.131711
特朗普,台积电,认为优秀,2024-11-10,0.131711
特朗普,台积电,认为优秀,2024-11-10,0.131711
特朗普,台积电,认为优秀,2024-11-10,0.131711
特朗普,台积电,认为优秀,2024-11-07,0.131711
博通,台积电,认为有成就,2024-10-19,0.131655
彼得·蒂尔,特朗普,认为有暴力,2024-11-18,0.131044
彼得·蒂尔,特朗普,认为有暴力,2024-11-18,0.131044
彼得·蒂尔,特朗普,认为有暴力,2024-11-18,0.131044
华为创始人,美国,感谢,2024-10-31,0.130903
华为创始人,美国,感谢,2024-10-31,0.130903
皮特森国际经济研究所,特朗普,相信,2024-11-06,0.130858
博通,英特尔,感到不满,2024-09-07,0.130267
白宫,唐纳德·特朗普,视作英雄,2024-11-19,0.130163
法比安·志中·吴,唐纳德·特朗普,担忧,2024-11-07,0.129524
美国,英伟达,威胁,2024-11-19,0.129240
百度,台积电,主导,2024-11-07,0.129069
库克,特朗普,威胁,2024-11-16,0.129026
盖尔辛格,谷歌,认为有威胁,2024-10-29,0.128401
美国,拜登,担忧,2024-08-28,0.128387
美国,拜登,担忧,2024-08-28,0.128387
苹果,美国,主导,2025-01-14,0.128070
美国,台积电,支持,2024-11-27,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-11-10,0.128066
美国,台积电,支持,2024-10-27,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-10-27,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-10-22,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-10-16,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-10-27,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-11-14,0.128066
美国,台积电,支持,2024-11-28,0.128066
美国,台积电,支持,2024-11-28,0.128066
美国,台积电,支持,2024-11-14,0.128066
美国,台积电,支持,2024-11-14,0.128066
美国,台积电,支持,2024-11-29,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-12-02,0.128066
美国,台积电,支持,2024-12-02,0.128066
美国,台积电,支持,2024-10-24,0.128066
美国,台积电,支持,2024-12-21,0.128066
美国,台积电,支持,2024-12-21,0.128066
美国,台积电,支持,2024-12-21,0.128066
美国,台积电,支持,2024-11-28,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-10-21,0.128066
美国,台积电,支持,2024-10-21,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-17,0.128066
美国,台积电,支持,2024-10-23,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-15,0.128066
美国,台积电,支持,2024-11-09,0.128066
美国,台积电,支持,2025-01-13,0.128066
英伟达,台积电,主导,2024-09-10,0.128021
英伟达,台积电,主导,2024-11-16,0.128021
美国,英伟达,批评,2024-10-20,0.127830
美国,英伟达,批评,2024-10-20,0.127830
美国,英伟达,批评,2024-11-25,0.127830
吉娜·雷蒙多,唐纳德·特朗普,视作英雄,2025-01-13,0.127653
史蒂夫·洛赫,特朗普,欢迎,2024-12-01,0.127531
盖尔辛格,台积电,损害,2024-10-29,0.127379
盖尔辛格,台积电,损害,2024-11-06,0.127379
特朗普,鲍威尔,质疑,2025-01-14,0.127203
盖尔辛格,英特尔,认可,2024-10-29,0.127054
亚当·普森,特朗普,认为有成就,2024-11-06,0.127029
台积公司,美国,担忧,2024-11-13,0.126820
台积公司,美国,担忧,2024-11-13,0.126820
台积公司,美国,担忧,2024-11-13,0.126820
台积公司,美国,担忧,2024-11-13,0.126820
特朗普,台积电,攻击,2024-10-28,0.126732
特朗普,台积电,攻击,2024-11-07,0.126732
特朗普,台积电,攻击,2024-11-07,0.126732
特朗普,台积电,攻击,2024-11-07,0.126732
特朗普,台积电,攻击,2024-11-07,0.126732
特朗普,台积电,攻击,2024-11-07,0.126732
特朗普,台积电,攻击,2024-10-28,0.126732
特朗普,台积电,攻击,2024-10-28,0.126732
特朗普,台积电,攻击,2024-10-28,0.126732
美国,英特尔,质疑,2024-09-17,0.126291
美国,英特尔,质疑,2024-11-25,0.126291
美国,英特尔,质疑,2024-11-27,0.126291
《台北时报》,特朗普,批评,2024-11-12,0.125420
《台北时报》,特朗普,批评,2024-11-12,0.125420
《台北时报》,特朗普,批评,2024-11-12,0.125420
杰克·沙利文,特朗普,质疑,2025-01-13,0.125381
爱尔兰,英特尔,损害,2024-09-10,0.125334
帕特·基辛格,英特尔,担忧,2024-11-29,0.125231
华盛顿分析团队,特朗普,认为恐怖,2024-11-19,0.124867
乔·罗根,《芯片法案》,主导,2024-11-06,0.124430
乔·罗根,《芯片法案》,主导,2024-11-06,0.124430
乔·罗根,《芯片法案》,主导,2024-11-06,0.124430
乔·罗根,《芯片法案》,主导,2024-11-15,0.124430
美国,英特尔,相信,2024-11-25,0.124151
张忠谋,英特尔,质疑,2024-11-29,0.123946
美国,《芯片法案》,主导,2024-10-29,0.123132
美国,《芯片法案》,主导,2024-10-29,0.123132
美国,《芯片法案》,主导,2024-10-29,0.123132
美国,《芯片法案》,主导,2024-10-22,0.123132
美国,《芯片法案》,主导,2024-10-29,0.123132
美国,《芯片法案》,主导,2024-10-22,0.123132
美国,《芯片法案》,主导,2024-10-22,0.123132
美国,《芯片法案》,主导,2024-09-20,0.123132
美国,《芯片法案》,主导,2024-12-29,0.123132
美国,《芯片法案》,主导,2024-11-26,0.123132
美国,《芯片法案》,主导,2024-12-03,0.123132
美国,《芯片法案》,主导,2024-12-11,0.123132
美国,《芯片法案》,主导,2024-08-21,0.123132
美国,《芯片法案》,主导,2024-09-23,0.123132
美国,《芯片法案》,主导,2024-09-20,0.123132
美国,《芯片法案》,主导,2024-12-27,0.123132
埃隆·马斯克,美国,主导,2024-11-15,0.123038
埃隆·马斯克,美国,主导,2024-11-15,0.123038
埃隆·马斯克,美国,主导,2024-11-15,0.123038
派珀·萨兰德,英伟达,相信,2024-11-12,0.122880
台积公司,美国,认可,2024-11-13,0.122439
习近平,美国,认为有成就,2024-11-29,0.122406
吉娜·雷蒙多,台积电,认为有危机,2024-11-14,0.122304
苹果公司,台积电,认为可靠,2024-10-17,0.121582
美国,台积电,认为热情,2024-11-28,0.121432
汪阳,特朗普,认为有威胁,2024-11-05,0.121418
吉娜·雷蒙多,台积电,威胁,2024-11-14,0.120863
彼得·蒂尔,特朗普,喜欢,2024-11-18,0.120630
彼得·蒂尔,特朗普,喜欢,2024-11-18,0.120630
波森,特朗普,质疑,2024-11-06,0.120163
克里斯托夫·福克,美国,认为有威胁,2024-10-31,0.119921
乔·罗根,台积电,认为有暴力,2024-10-28,0.119576
乔·罗根,特朗普,认为热情,2024-11-05,0.119523
特朗普政府,《芯片法案》,主导,2024-11-06,0.119479
基辛格,台积电,认为可靠,2024-10-31,0.118761
唐纳德·特朗普,半导体,认为违规,2024-11-13,0.118587
特朗普,半导体,担忧,2024-12-25,0.118578
马斯克,黄仁勋,认可,2024-10-13,0.118173
马斯克,黄仁勋,认可,2024-10-13,0.118173
拜登政府官员,特朗普,质疑,2025-01-13,0.118070
吉姆·克拉默,英伟达,质疑,2024-09-04,0.118015
格尔辛格,台积电,质疑,2024-12-02,0.117830
英伟达,台积电,担忧,2024-09-10,0.117355
英伟达,台积电,担忧,2024-09-10,0.117355
阿联酋,台积电,损害,2024-09-27,0.117341
帕特·盖尔辛格,吉娜·雷蒙多,欢迎,2024-09-13,0.117202
中国,半导体,质疑,2024-09-30,0.117120
亚当·普森,特朗普,质疑,2024-11-06,0.117078
亚当·普森,特朗普,质疑,2024-11-06,0.117078
亚当·普森,特朗普,质疑,2024-11-06,0.117078
帕特·盖尔辛格,美国,认可,2024-10-02,0.116190
雷蒙多,台积电,认为恐怖,2024-11-14,0.115954
黄仁勋,台积电,主导,2024-09-20,0.115924
美国,博通,损害,2024-06-05,0.115593
彭博社,台积电,认为有威胁,2024-10-24,0.115079
彭博社,台积电,认为有威胁,2024-10-24,0.115079
彭博社,台积电,认为有威胁,2024-10-24,0.115079
乔·罗根,《芯片法案》,认可,2024-11-06,0.114764
乔·罗根,《芯片法案》,认可,2024-11-06,0.114764
乔·罗根,《芯片法案》,认可,2024-11-15,0.114764
美国,台湾的贸易,认为可靠,2024-11-27,0.114621
杨金龙,美国,相信,2024-11-13,0.114450
路透社,台积电,认为有危机,2024-11-10,0.114443
路透社,台积电,认为有危机,2024-10-23,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
路透社,台积电,认为有危机,2024-10-23,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
路透社,台积电,认为有危机,2024-10-22,0.114443
路透社,台积电,认为有危机,2024-11-14,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
路透社,台积电,认为有危机,2024-10-27,0.114443
罗伯特·帕维克,英伟达,担忧,2024-11-17,0.114291
华为技术公司,美国,认为有成就,2024-10-14,0.113919
克里斯托夫·福凯,美国,质疑,2024-11-13,0.113865
台积公司,美国,主导,2024-11-09,0.113776
台积公司,美国,主导,2024-11-09,0.113776
台积公司,美国,主导,2024-11-09,0.113776
台积公司,美国,主导,2024-11-13,0.113776
台积公司,美国,主导,2024-11-13,0.113776
Adam Posen,特朗普,认为恐怖,2024-11-06,0.113722
路透社,台积电,认为违规,2024-11-10,0.113298
路透社,台积电,认为违规,2024-10-23,0.113298
路透社,台积电,认为违规,2024-10-27,0.113298
路透社,台积电,认为违规,2024-10-22,0.113298
路透社,台积电,认为违规,2024-11-14,0.113298
路透社,台积电,认为违规,2024-11-14,0.113298
道达尔集团,美国,主导,2024-11-02,0.113021
道达尔集团,美国,主导,2024-11-02,0.113021
台积公司,特朗普,视作英雄,2024-07-18,0.112701
美国,台积电,认为缺乏,2024-11-28,0.112300
美国,台积电,认为缺乏,2024-11-28,0.112300
丹·伊夫斯,特朗普,质疑,2024-11-10,0.112243
台湾经济部长,特朗普,认为恐怖,2024-11-07,0.112125
台湾经济部长,特朗普,认为恐怖,2024-11-09,0.112125
基辛格,英特尔,质疑,2024-11-13,0.111966
基辛格,英特尔,质疑,2024-11-29,0.111966
彭博社,唐纳德·特朗普,认可,2024-11-17,0.111958
唐纳德·特朗普总统,台湾公司,质疑,2024-11-15,0.111883
帕特·盖尔辛格,英特尔,感到不满,2024-12-03,0.111813
帕特·盖尔辛格,英特尔,感到不满,2024-12-03,0.111813
帕特·盖尔辛格,英特尔,感到不满,2024-12-03,0.111813
美国,Alphabet,认可,2024-11-25,0.111799
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-10,0.111674
特朗普,《芯片法案》,主导,2024-11-10,0.111674
特朗普,《芯片法案》,主导,2024-11-06,0.111674
特朗普,《芯片法案》,主导,2024-11-05,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-15,0.111674
特朗普,《芯片法案》,主导,2024-11-07,0.111674
特朗普,《芯片法案》,主导,2024-11-05,0.111674
克里斯托夫·福克特,美国,质疑,2024-11-13,0.111550
杰克·沙利文,特朗普,相信,2025-01-13,0.111444
美国,华为,担忧,2024-10-24,0.111411
美国,华为,担忧,2024-10-24,0.111411
美国,华为,担忧,2024-10-31,0.111411
美国,华为,担忧,2024-11-07,0.111411
美国,华为,担忧,2024-12-21,0.111411
唐纳德·特朗普,台积电,批评,2024-07-29,0.111171
唐纳德·特朗普,台积电,批评,2024-07-29,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-07,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-10,0.111171
唐纳德·特朗普,台积电,批评,2024-11-22,0.111171
唐纳德·特朗普,台积电,批评,2024-11-22,0.111171
唐纳德·特朗普,台积电,批评,2024-11-05,0.111171
唐纳德·特朗普,台积电,批评,2024-11-05,0.111171
唐纳德·特朗普,台积电,批评,2024-11-05,0.111171
特朗普,鲍威尔,感谢,2025-01-14,0.111146
彭博社,特朗普,质疑,2024-11-17,0.110963
台积电,盖尔辛格,攻击,2024-12-02,0.110555
杰夫·贝索斯,英伟达,认可,2024-09-03,0.110462
参议员,乔·拜登,质疑,2024-10-31,0.110403
《自由时报》,唐纳德·特朗普,视作英雄,2024-11-09,0.110289
阳基龙,美国,认为非法,2024-11-13,0.110181
魏哲家,台积电,批评,2024-10-23,0.109850
魏哲家,台积电,批评,2024-10-17,0.109850
彭博社,台积电,认可,2024-10-24,0.109623
彭博社,台积电,认可,2024-10-24,0.109623
彭博社,台积电,认可,2024-10-24,0.109623
特朗普,台积电,感到不满,2024-10-28,0.109548
特朗普,台积电,感到不满,2024-10-28,0.109548
特朗普,台积电,感到不满,2024-11-10,0.109548
特朗普,台积电,感到不满,2024-11-07,0.109548
特朗普,台积电,感到不满,2024-11-07,0.109548
特朗普,台积电,感到不满,2024-11-07,0.109548
特朗普,台积电,感到不满,2024-11-07,0.109548
特朗普,台积电,感到不满,2024-11-07,0.109548
特朗普,台积电,感到不满,2024-10-28,0.109548
特朗普,台积电,感到不满,2024-10-28,0.109548
博通,英特尔,损害,2024-09-07,0.109489
贝索斯,特朗普,威胁,2024-10-29,0.109417
彭博社,台积电,相信,2024-10-24,0.109367
彭博社,台积电,相信,2024-10-24,0.109367
彭博社,台积电,相信,2024-10-24,0.109367
克里斯托夫·福奎特,美国,认可,2024-11-13,0.109188
iel Kim,路透社,认可,2024-10-06,0.109113
乔·拜登,台积电,认为可靠,2024-11-17,0.108928
摩根士丹利,英伟达,担忧,2024-12-28,0.108767
摩根士丹利,英伟达,担忧,2024-10-23,0.108767
摩根士丹利,英伟达,担忧,2024-10-23,0.108767
摩根士丹利,英伟达,担忧,2024-10-23,0.108767
摩根士丹利,英伟达,担忧,2024-11-13,0.108767
吉姆·克拉默,英伟达,相信,2024-09-04,0.108663
卡马拉·哈里斯,特朗普,质疑,2024-09-10,0.108624
《日本时报》,特朗普,担忧,2024-11-12,0.107509
《日本时报》,特朗普,担忧,2024-11-12,0.107509
苹果公司,台积电,认为有威胁,2024-10-17,0.107280
黄仁勋,台积电,认为违规,2024-10-22,0.106918
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
扎克伯格,黄仁勋,认为有成就,2024-11-24,0.106696
克里斯·卡索,盖尔辛格,质疑,2024-12-02,0.106550
唐纳德·特朗普总统,台湾公司,感到不满,2024-11-15,0.106387
美国,特朗普政府,认为有威胁,2024-11-08,0.106279
美国,特朗普政府,认为有威胁,2024-11-08,0.106279
中国,特朗普,视作英雄,2024-12-01,0.105891
迪士尼,台积电,认为非法,2024-10-23,0.105670
美国,高通,相信,2024-09-22,0.105555
吉娜·雷蒙多,台积电,认为失败,2024-11-14,0.105079
格尔辛格,台积电,认为有威胁,2024-12-02,0.105077
参议员,乔·拜登,担忧,2024-10-31,0.104873
特朗普,台积电,增进,2024-11-09,0.104412
特朗普,台积电,增进,2024-11-07,0.104412
特朗普,台积电,增进,2024-11-07,0.104412
特朗普,台积电,增进,2024-11-07,0.104412
特朗普,台积电,增进,2024-11-07,0.104412
特朗普,台积电,增进,2024-11-07,0.104412
彭博社,台积电,威胁,2024-10-24,0.104328
彭博社,台积电,威胁,2024-10-24,0.104328
彭博社,台积电,威胁,2024-10-24,0.104328
欧盟,《芯片法案》,认可,2024-12-27,0.104202
史蒂芬·斯奎里,美国,认为恐怖,2024-10-17,0.103859
克里斯托夫·福科,美国,认为有威胁,2024-11-05,0.103579
英伟达,台积电,认为恐怖,2024-09-10,0.103574
英伟达,台积电,认为恐怖,2024-09-10,0.103574
彭博社,台积电,质疑,2024-10-24,0.103551
彭博社,台积电,质疑,2024-10-24,0.103551
彭博社,台积电,质疑,2024-10-24,0.103551
清水洋治,美国,主导,2024-08-26,0.103468
白宫,台积电,认为优秀,2024-11-14,0.103118
石岛宏,美国,认为非法,2024-09-01,0.102813
美国,Alphabet,担忧,2024-10-22,0.102437
唐纳德·特朗普,全面进口关税,主导,2024-12-19,0.102176
美国,《芯片法案》,支持,2024-10-29,0.101981
美国,《芯片法案》,支持,2024-10-29,0.101981
美国,《芯片法案》,支持,2024-10-29,0.101981
美国,《芯片法案》,支持,2024-10-29,0.101981
美国,《芯片法案》,支持,2024-09-20,0.101981
美国,《芯片法案》,支持,2024-12-29,0.101981
美国,《芯片法案》,支持,2024-11-26,0.101981
美国,《芯片法案》,支持,2024-12-03,0.101981
美国,《芯片法案》,支持,2024-09-20,0.101981
路透社,盖尔辛格,认为有成就,2024-12-02,0.101706
路透社,盖尔辛格,认为有成就,2024-12-02,0.101706
波森,特朗普,担忧,2024-11-06,0.101066
波森,特朗普,担忧,2024-11-06,0.101066
美国,英伟达,喜欢,2024-11-18,0.101024
美国,英伟达,喜欢,2024-11-18,0.101024
美国,英伟达,喜欢,2024-11-18,0.101024
美国,英伟达,喜欢,2024-11-18,0.101024
美国,英伟达,喜欢,2024-11-18,0.101024
美国,英伟达,喜欢,2024-11-18,0.101024
路透社,台积电,威胁,2024-11-10,0.100486
路透社,台积电,威胁,2024-10-27,0.100486
路透社,台积电,威胁,2024-10-27,0.100486
路透社,台积电,威胁,2024-11-14,0.100486
路透社,台积电,威胁,2024-10-27,0.100486
路透社,台积电,威胁,2024-10-27,0.100486
特朗普,鲍威尔,喜欢,2025-01-14,0.100317
美国,华为,认为有威胁,2024-10-23,0.099969
美国,华为,认为有威胁,2024-10-31,0.099969
彭博社,张忠谋,视作英雄,2024-10-27,0.099896
彭博社,张忠谋,视作英雄,2024-10-27,0.099896
苹果公司,台积电,质疑,2024-10-17,0.099865
路透社,台积电,质疑,2024-11-10,0.099689
路透社,台积电,质疑,2024-10-23,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
路透社,台积电,质疑,2024-10-22,0.099689
路透社,台积电,质疑,2024-11-09,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
路透社,台积电,质疑,2024-11-09,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
路透社,台积电,质疑,2024-11-14,0.099689
路透社,台积电,质疑,2024-10-08,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
路透社,台积电,质疑,2024-10-22,0.099689
路透社,台积电,质疑,2024-10-27,0.099689
唐纳德·特朗普,半导体,质疑,2024-11-13,0.099553
唐纳德·特朗普,半导体,质疑,2024-11-13,0.099553
唐纳德·特朗普,半导体,质疑,2024-11-13,0.099553
唐纳德·特朗普,半导体,质疑,2024-11-13,0.099553
唐纳德·特朗普,半导体,质疑,2024-11-13,0.099553
唐纳德·特朗普,半导体,质疑,2024-11-13,0.099553
路透社,英伟达,质疑,2025-01-13,0.099093
路透社,英伟达,质疑,2024-11-16,0.099093
路透社,英伟达,质疑,2024-11-17,0.099093
哈利·德恩,英伟达,担忧,2024-09-16,0.099061
黄仁勋,台积电,质疑,2024-09-20,0.098912
黄仁勋,台积电,质疑,2024-12-29,0.098912
黄仁勋,台积电,质疑,2024-12-30,0.098912
黄仁勋,台积电,质疑,2024-10-22,0.098912
黄仁勋,台积电,质疑,2024-12-30,0.098912
黄仁勋,台积电,质疑,2024-10-19,0.098912
黄仁勋,台积电,质疑,2024-09-20,0.098912
美国,特斯拉,认为可靠,2024-11-27,0.098879
克里斯托弗·丹尼尔,英特尔,质疑,2024-09-10,0.098752
唐纳德·特朗普,《乔·罗根体验》,主导,2024-11-14,0.098489
CNBC,华为,质疑,2024-09-16,0.098403
乔·拜登,台积电,质疑,2024-11-17,0.098289
彼得森国际经济研究所,特朗普,相信,2024-11-06,0.097891
彼得森国际经济研究所,特朗普,相信,2024-11-06,0.097891
彼得森国际经济研究所,特朗普,相信,2024-11-06,0.097891
彼得森国际经济研究所,特朗普,相信,2024-11-06,0.097891
魏哲家,台积电,认为可靠,2024-10-23,0.097836
魏哲家,台积电,认为可靠,2024-10-27,0.097836
魏哲家,台积电,认为可靠,2024-11-17,0.097836
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-09,0.097687
美国,台积电,批评,2024-10-27,0.097687
美国,台积电,批评,2024-10-27,0.097687
美国,台积电,批评,2024-11-09,0.097687
美国,台积电,批评,2024-11-09,0.097687
美国,台积电,批评,2024-11-09,0.097687
美国,台积电,批评,2024-11-09,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-10,0.097687
美国,台积电,批评,2024-11-28,0.097687
美国,台积电,批评,2024-11-14,0.097687
美国,台积电,批评,2024-11-16,0.097687
美国,台积电,批评,2024-12-02,0.097687
美国,台积电,批评,2024-12-02,0.097687
美国,台积电,批评,2024-11-28,0.097687
美国,台积电,批评,2024-11-12,0.097687
美国,台积电,批评,2024-11-09,0.097687
参议员,乔·拜登,认为犯罪,2024-10-31,0.097586
半导体,华为,质疑,2024-06-09,0.097307
唐纳德·特朗普,台积电,认为缺乏,2024-07-29,0.097165
唐纳德·特朗普,华为,损害,2024-11-28,0.096915
魏哲家,台积电,认为热情,2024-11-07,0.096741
魏哲家,台积电,认为热情,2024-11-07,0.096741
魏哲家,台积电,认为热情,2024-11-07,0.096741
魏哲家,台积电,认为热情,2024-11-07,0.096741
黄仁勋,英伟达,损害,2025-01-10,0.096707
黄仁勋,英伟达,损害,2025-01-10,0.096707
黄仁勋,英伟达,损害,2024-11-20,0.096707
黄仁勋,英伟达,损害,2024-11-17,0.096707
黄仁勋,英伟达,损害,2024-11-20,0.096707
张忠谋,英特尔,担忧,2024-11-29,0.096680
川普,台积电,威胁,2024-10-28,0.096615
吴政隆,彭博社,感谢,2024-10-27,0.096215
彭博社,特朗普,担忧,2024-11-17,0.095818
《金融时报》,台积电,主导,2024-10-22,0.095521
唐纳德·特朗普,对中国贸易,主导,2024-11-15,0.095355
美国,东京电子,认为优秀,2024-12-16,0.095165
唐纳德·特朗普总统,《芯片法案》,主导,2024-11-12,0.095049
唐纳德·特朗普总统,《芯片法案》,主导,2024-11-12,0.095049
台湾公司,美国,认为违规,2024-11-15,0.094811
美国,英特尔,欣赏,2024-10-17,0.094622
美国,英特尔,欣赏,2024-10-17,0.094622
美国,英特尔,欣赏,2024-10-17,0.094622
美国,英特尔,欣赏,2024-10-17,0.094622
哈里斯,台积电,认为违规,2024-10-18,0.094571
